"","X.TwoWayPipelines.NPI2.NPI2Threshold","X.TwoWayPipelines.NPI2.NPI2FlowThreshold","X.TwoWayPipelines.NPI.NPIThreshold","X.TwoWayPipelines.NPI.NPIFlowThreshold","X.TwoWayPipelines.BrisbanetoNthPineInterconnector.BrisbanetoNthPineThreshold","X.TwoWayPipelines.BrisbanetoNthPineInterconnector.BrisbanetoNthPineFlowThreshold","X.TwoWayPipelines.MaroochytoBaroonInterconnector.MaroochytoBaroonThreshold","X.TwoWayPipelines.EwenMaddocktoBaroonInterconnector.EwenMaddocktoBaroonThreshold","X.TwoWayPipelines.EPI.EPIThreshold","X.TwoWayPipelines.EPI.EPIFlowThreshold","X.TwoWayPipelines.SPI.SPIThreshold","X.TwoWayPipelines.SPI.SPIFlowThreshold","X.WCRWS.PRWThreshold","X.TugunDesalination.TugunDesalOneThirdThreshold","X.TugunDesalination.TugunDesalTwoThirdsThreshold","X.TugunDesalination.TugunDesalFullThreshold","X.SpillVolumes.TotalSpillVolume","X.MinimumSystemStorageNegation","X.Costs.TotalCost","X.Costs.SwitchingCost","X.Costs.PumpingCost","X.Costs.TugunDesalCost","X.Costs.TreatmentCost","X.Costs.PRWCost","X.TugunDesalination.TugunDesalProductionTotal","X.WCRWS.PRWInflow","X.TwoWayPipelines.TwoWayPipelineFlows","X.SwitchCounts.TotalSwitchCount","X.SwitchCounts.BrisbanetoNthPineSwitchCount","X.SwitchCounts.EPISwitchCount","X.SwitchCounts.EwentoBaroonSwitchCount","X.SwitchCounts.MaroochytoBaroonSwitchCount","X.SwitchCounts.NPI2SwitchCount","X.SwitchCounts.NPISwitchCount","X.SwitchCounts.SPISwitchCount","X.EnvironmentalFlows.EnvFlowDeficit","X.Reliability.TotalVolumetricReliability"
"836",0.9420352036,0.8398594663,0.9257550263,0.9987698707,0.7172721596,0.0582360134,0.9346304152,0.9230054578,0.1540435203,0.884269954,0.8740104896,0.1566928837,0.9828281725,0.1666810836,0.3030363528,0.9378033874,382795.298234891,425422.274659125,5542107075.69667,120000,42722901.3669859,338189479.320011,4509037265.8897,652037429.11997,485716,232,349.897,3,0,0,1,1,1,0,0,36345.8532160919,0.9456630831
"837",0.8337622092,0.8771820567,0.9976470759,0.9972945437,0.2675520982,0.0205532507,0.8856042511,0.6229268173,0.2997171259,0.8674479343,0.6468064947,0.0366822891,0.7973959207,0.3036764712,0.5803882043,0.3169260518,475544.115235071,423076.583529045,5490775618.80382,120000,30708653.7313051,299949815.995198,4507959719.95735,652037429.11997,428557.920000009,232,189.897,3,0,0,1,1,1,0,0,36329.7417721112,0.9172138306
"838",0.9590395635,0.9497412617,0.8567918818,0.9588463391,0.9752793088,0.0007445453,0.9985815849,0.9106411959,0.4128601969,0.9462288527,0.2632035033,2.34402294163405e-05,0.0054488216,0.1538971745,0.0988696343,0.0995955255,354095.364334539,343885.086895866,5184229078.22281,160000,26907982.5232695,1211472.84720004,4503912193.73237,652037429.11997,14571.4799999993,0,202.173,4,0,0,1,1,1,1,0,37075.235116818,0.827169004
"840",0.7936112432,0.9619935755,0.9961529095,0.9981802181,0.148542503,0.3398199945,0.5399970796,0.9275390346,0.0222313534,0.3519627577,0.3709018694,0.8242077119,0.9902346261,0.0607244724,0.0532157211,0.3457797431,311221.817042497,284307.015952732,5480665863.61485,200000,51209174.7249466,270092609.446791,4507126650.32314,652037429.11997,390506.62,232,349.897,5,0,0,1,1,3,0,0,36535.1623067556,0.9410224529
"841",0.750965662,0.8693367403,0.9877458276,0.959489769,0.0885226905,0.6684953709,0.9290086382,0.9882225646,0.1833433077,0.698943334,0.50172514,0.6218743746,0.3888900336,0.2359894621,0.0181077832,0.0068297044,304379.391594622,168505.815745729,5299958125.82512,200000,51630413.1127076,75352460.635197,4520737822.95724,652037429.11997,105942.479999998,232,349.897,5,0,0,1,1,3,0,0,36403.3836003472,0.9377459085
"842",0.788711455,0.8284624854,0.9780555999,0.9999861333,0.2118137802,0.0001619203,0.9735704828,0.985502417,0.0160250994,0.4631991418,0.125318773,0.0071255486,0.6429066171,0.5745658021,0.8241735277,0.5413327686,530547.151201519,434968.499872933,5509734161.27348,200000,24942900.4275495,330263219.991608,4502290611.73436,652037429.11997,473868.36,232,189.897,5,0,0,1,1,3,0,0,36334.9292735645,0.9027917015
"844",0.8783674129,0.9778185487,0.9348123054,0.9929219821,0.4964040122,0.0123493794,0.9407743499,0.741370541,0.0653424745,0.9083348925,0.8044144535,0.0387001474,0.9338485112,0.4427618492,0.0144319749,0.0821740805,360234.377962776,373734.17536889,5312124909.08123,200000,31031623.4838854,105850631.157593,4523005225.31978,652037429.11997,143528.280000002,232,189.897,5,0,0,3,1,1,0,0,36294.7980706144,0.9184573434
"846",0.6684473037,0.8635640748,0.9487907777,0.998391052,0.8672507734,0.0572571344,0.9183242686,0.9239170075,0.7584653743,0.8733943806,0.3082131753,0.1174079729,0.995789614,0.4874717026,0.1134139467,0.5768728329,402949.065962948,432283.806699871,5537934277.90024,200000,40300779.2235585,336159491.32921,4509236578.2275,652037429.11997,482877.78,232,349.897,5,0,0,1,1,3,0,0,36215.6194695387,0.9449973008
"847",0.9250804111,0.8934793991,0.9485821324,0.9988135756,0.2350358877,0.0120505505,0.9230393795,0.9917779864,0.3050064316,0.7758256832,0.4470257171,0.009173464,0.7756735824,0.1256376664,0.6235631435,0.2842160125,498620.804704117,420116.498288521,5470192380.1957,120000,24962546.1807237,287546127.733194,4505526277.16182,652037429.11997,410017.720000009,232,189.897,3,0,0,1,1,1,0,0,36319.8001925787,0.9032683956
"849",0.928430635,0.8443403797,0.9216686154,0.9983507887,0.240576929,0.0006336361,0.993637559,0.9508022659,0.2484380276,0.5646812297,0.9733436036,0.0654753656,0.8714462663,0.1552432407,0.9437643782,0.0951494577,395901.771134704,408787.371867681,5430235543.23161,120000,34528229.6613438,227705895.093592,4515843989.35671,652037429.11997,320572.560000015,232,189.897,3,0,0,1,1,1,0,0,36303.5919474673,0.9253967601
"850",0.982410241,0.9475891249,0.9979833548,0.9944670273,0.7172721596,0.0300573417,0.9925935119,0.981701674,0.5134779236,0.9918086829,0.5719459522,0.0906647273,0.8345852461,0.31448783,0.499109751,0.6603916104,448190.24828645,436877.948863955,5536957967.17896,120000,37514162.3659803,338189479.320011,4509096896.373,652037429.11997,485716,232,189.897,3,0,0,1,1,1,0,0,36339.3728702151,0.9352584814
"851",0.8967670836,0.4955470099,0.9898733129,0.9969540217,0.1366370569,0.0006362741,0.7819321797,0.8466731864,0.3265029872,0.3322026149,0.1470853673,0.0044178634,0.6973758308,0.5071060718,0.0555062367,0.2006438722,386923.155000842,382399.821628798,5314741078.15174,200000,24499229.7496837,119594343.363593,4518410075.9185,652037429.11997,163065.980000009,232,189.897,5,0,0,1,3,1,0,0,36349.699662782,0.9030799188
"852",0.8848639447,0.7982674076,0.9847962291,0.9970008374,0.0614448147,0.0047624994,0.9703581048,0.9983115232,0.4876349324,0.6904661344,0.0240989183,0.0007661483,0.9841945326,0.7997307797,0.8150108521,0.3861112095,521770.894434582,430762.843440546,5498754005.72164,120000,24939978.6787697,318525095.490005,4503131502.43289,652037429.11997,456323.000000001,232,189.897,3,0,0,1,1,1,0,0,36415.0084260004,0.9032101406
"854",0.8451168604,0.9830587734,0.9374696617,0.9999950565,0.0026763376,0.0256675547,0.8783807863,0.819171359,0.326674176,0.8831433923,0.459350811,0.1114648367,0.9825699311,0.5242135132,0.9725572761,0.0270473349,365956.940175993,405113.97899022,5436860660.05747,280000,39044158.1674934,227705895.093592,4517793177.67641,652037429.11997,320572.560000015,232,189.897,7,0,0,3,1,3,0,0,36356.0802374592,0.9350179524
"855",0.8827161051,0.8950623657,0.9661061153,0.9999832723,0.7426660914,0.0582962891,0.876409128,0.8891699951,0.5093943096,0.9435757125,0.8250599964,0.8565291437,0.3165491899,0.2439186876,0.256339448,0.0006156177,316433.641304448,311142.277220491,5363335902.36826,120000,49589106.7492072,137653895.887203,4523935470.61188,652037429.11997,198909.479999999,232,349.897,3,0,0,1,1,1,0,0,36379.6773138359,0.9458365154
"857",0.9259853951,0.8915086995,0.9908294802,0.9999736113,0.2378176902,0.0004457823,0.8855427427,0.7380944991,0.1734466458,0.7467966215,0.2412209249,0.0575523123,0.6384386888,0.8505838151,0.8385574652,0.3922691755,466093.843489794,429745.221580358,5514137012.11095,200000,33658492.5350965,320098246.196405,4508142844.25948,652037429.11997,458674.44,232,189.897,5,0,0,3,1,1,0,0,36343.5878146215,0.9236171829
"859",0.9982006077,0.9777814633,0.861800221,0.8383674646,0.2188824939,0.0007445453,0.8668714462,0.9868685528,0.7525392792,0.8580569777,0.3925079807,1.4281827503581e-05,0.0272832232,0.0499995078,0.1330861126,0.0071322622,345705.164102809,336131.852535754,5187467314.86872,120000,24223158.6714383,1211472.84720004,4509875254.23011,652037429.11997,14571.4799999993,0,189.897,3,0,0,1,1,1,0,0,39119.3721566867,0.8453011348
"863",0.8351302625,0.83627507,0.9991643325,0.9996892763,0.1302305106,0.0494546422,0.8034941697,0.9833626213,0.0065501234,0.761808721,0.3698427445,0.044094203,0.9900026695,0.1930744872,0.9892071469,0.2567946745,414440.571015594,415441.771379324,5467049714.5331,280000,32720205.6441061,268728825.05279,4513283254.71623,652037429.11997,381890.880000011,232,349.897,7,0,0,1,3,3,0,0,36372.3805231108,0.9421951005
"864",0.9391695513,0.9324827232,0.9951580523,0.9498962438,0.9375658494,0.8146051962,0.7911494182,0.8489687069,0.0092388632,0.3915025625,0.6739116128,0.7906132579,0.9826381818,0.1354184619,0.1254305197,0.0223602906,304303.965912989,164283.641993047,5289479735.61935,200000,51319878.6096849,64799062.2551987,4521123365.6345,652037429.11997,99558.4799999974,232,349.897,5,0,0,1,3,1,0,0,36409.4486289134,0.9383498037
"865",0.9552552265,0.673084069,0.9764926128,0.073671156,0.3162428195,0.0095621755,0.8955837434,0.9957760719,0.1617297879,0.8097278298,0.8443091847,0.084972675,0.6059978538,0.1313687619,0.1898303386,0.1523168465,324894.004045345,342042.466766672,5257221306.74458,120000,34512598.899509,40035544.1303981,4530515734.5947,652037429.11997,67024.0199999976,232,144.897,3,0,0,1,1,1,0,0,39366.2046401692,0.9410262643
"866",0.7958339261,0.7193581973,0.8801114201,0.9993011453,0.8885331658,0.0384390324,0.7836117209,0.8630522714,0.0282177707,0.675425648,0.811780065,0.0037138694,0.5932098187,0.0596980879,0.1818465327,0.0351325234,337073.733130798,356650.299711219,5221308707.94447,320000,27879799.0792879,12498982.3895988,4528572497.35561,652037429.11997,29821.2600000021,232,371.898,8,0,0,1,3,3,1,0,35642.6127627712,0.9344572861
"867",0.956445538,0.7907105438,0.962810039,0.489687799,0.0046482885,0.0102110548,0.9844972342,0.9961233489,0.3599658496,0.3439045783,0.7647285939,0.4049171564,0.5861196899,0.0056146032,0.0434034266,0.1282734542,317868.551851141,272645.916245459,5234509358.98514,120000,45196189.4554665,1949650.29840004,4535206090.1113,652037429.11997,15603.5599999993,232,144.897,3,0,0,1,1,1,0,0,39546.4591422282,0.9484318222
"868",0.773814213,0.6358796742,0.9936396641,0.9861827036,0.6767795667,0.3894514414,0.7156738541,0.8574976997,0.7364911955,0.8983164572,0.5283120894,0.8782181369,0.4763261432,0.5346138723,0.2100525602,0.2305192363,311147.165434639,268525.084486221,5450829005.95457,280000,51551553.7892776,237327603.416392,4509632419.62893,652037429.11997,337891.820000004,232,349.897,7,0,0,1,3,3,0,0,36437.6014657455,0.9404336469
"869",0.8734348258,0.6911276745,0.9786140619,0.0223366542,0.1674652377,0.0003129787,0.7574510503,0.9782448377,0.089814455,0.7182191731,0.9068691557,0.0323001691,0.4409976166,0.0535729419,0.172927878,0.0574982036,326208.590050979,340156.306080517,5216220052.91629,200000,27649885.2250906,6793208.33520006,4529539530.23603,652037429.11997,22112.580000002,232,144.897,5,0,0,1,3,1,0,0,38607.2955637947,0.9283706438
"870",0.9255018654,0.9239909039,0.8422887645,0.9824917754,0.7859726316,0.0126913035,0.9902179743,0.8435087261,0.2894596543,0.925660609,0.3774651818,0.0037997524,0.7525625391,0.1158915253,0.6827307922,0.3623970497,512195.919312438,427241.98771571,5492896923.43464,240000,26969919.0359094,309146697.048001,4504502878.23076,652037429.11997,442304.800000005,232,211.898,6,0,0,3,1,1,1,0,36869.3973691303,0.9122256971
"874",0.9916257353,0.4955470099,0.9906251398,0.9897905129,0.1366370569,0.0100494022,0.7981327909,0.8537433466,0.0209290139,0.3322026149,0.1151956286,0.0044178634,0.6973758308,0.7225213506,0.0426950314,0.2006438722,392081.881260401,385945.111812219,5323635283.72416,200000,24460867.1508908,129031934.253592,4517905053.19971,652037429.11997,174543.880000013,232,189.897,5,0,0,1,3,1,0,0,36320.0493499049,0.9033210969
"875",0.8886309294,0.6089186114,0.9992254002,0.9833092471,0.1425151356,0.0120505505,0.9035802973,0.9370511912,0.7550047333,0.9769310303,0.4334796657,0.0348706785,0.7365605185,0.0561466506,0.5717313283,0.175817063,426141.782489985,409203.482678745,5419895842.94049,120000,30238362.2374296,223364545.269593,4514135506.3135,652037429.11997,314707.260000014,232,189.897,3,0,0,1,1,1,0,0,36307.6099503989,0.91738615
"877",0.9547341565,0.9895291269,0.7897936873,0.9505010022,0.1846551933,0.4223061623,0.9987924388,0.9922108506,0.491653544,0.6005435763,0.756034745,0.8785762352,0.6094967993,0.0431633578,0.2021422981,0.1192035544,304907.757482915,209832.043862199,5352196398.17163,120000,51615600.8763116,132038728.987203,4516384639.18814,652037429.11997,192940.44,232,349.897,3,0,0,1,1,1,0,0,36497.6413429955,0.9389260569
"878",0.9149601655,0.8704145294,0.9683117478,0.9989449832,0.0917006328,0.3349475797,0.9818097982,0.9259568527,0.4248434765,0.5465783084,0.6980195275,0.9444536684,0.7221887759,0.2663792582,0.2035745669,1.87606851946337e-06,307958.747751167,214898.819447597,5352063994.01915,120000,51642981.3709723,130663900.752005,4517599682.77621,652037429.11997,187322.519999999,232,349.897,3,0,0,1,1,1,0,0,36384.1751704607,0.9417586087
"879",0.9395762238,0.9324827232,0.9950810893,0.9498962438,0.9539730214,0.850912581,0.7801573684,0.8318577088,0.0092388632,0.3915025625,0.5077458659,0.8224968078,0.9858077994,0.2020569278,0.2037942609,0.0317248733,304101.553607779,204802.67047831,5344697365.33874,280000,51310047.3178983,124133692.149605,4516936196.75127,652037429.11997,180643.259999999,232,349.897,7,0,0,3,3,1,0,0,36369.4167536399,0.9383062097
"880",0.9997825019,0.9282321104,0.9053548122,0.9580309015,0.0390660877,0.3658464844,0.9732857883,0.9684124521,0.1034376851,0.3641897566,0.9374264376,0.0198119953,0.394970422,0.0619253192,0.0175940764,0.1347417249,319024.015271783,260316.174259245,5214121486.57167,120000,27808964.1858758,10623235.3499987,4523531857.91582,652037429.11997,27730.500000002,232,349.897,3,0,0,1,1,1,0,0,36747.7402654282,0.9320606954
"881",0.9410987141,0.7302147247,0.9232651689,0.6352600507,0.1549752985,0.014759885,0.9051525482,0.8731654397,0.6921428498,0.956943837,0.2251633807,0.3633109005,0.6445326843,0.1388164177,0.0259050715,0.0504376236,320623.307993968,279161.012251969,5237842694.44911,120000,44702570.8336751,6391629.19920003,4534591065.29627,652037429.11997,20955.4799999998,232,144.897,3,0,0,1,1,1,0,0,39292.7510468796,0.9473027126
"882",0.8066224784,0.8111848532,0.9749511776,0.9999814623,0.4833343076,0.0511029037,0.9209732145,0.7802464854,0.7601181507,0.8631599259,0.4346054382,0.0072304072,0.7936002073,0.5738284127,0.0948572205,0.1632362086,353365.020301325,379017.789919572,5318269043.56619,280000,26394491.7451648,117829742.721592,4521727379.97946,652037429.11997,158291.280000007,232,349.897,7,0,0,3,1,3,0,0,36374.74989036,0.9309549407
"883",0.685721679,0.6650795853,0.9183792792,0.1493475144,0.1674652377,0.005916284,0.7933022702,0.9959724178,0.7414819455,0.9471950847,0.9598921927,0.3966065465,0.5714162797,0.027403775,0.172927878,0.0067321852,320555.049555492,289711.055794508,5286145455.01039,280000,45068923.102602,57400943.4263982,4531358159.36142,652037429.11997,90485.2199999978,232,144.897,7,0,0,1,3,3,0,0,37875.2123653208,0.9480664974
"884",0.7537959198,0.8421278359,0.8580800504,0.9999211169,0.1838247622,0.005197917,0.9974089288,0.8795625516,0.2965115454,0.887496585,0.4282562375,0.0235030643,0.6981453077,0.1275970327,0.583672288,0.3251524065,505833.1034891,424794.149602906,5487651172.69652,280000,27673646.6741341,301946507.276398,4505713589.62602,652037429.11997,431542.440000008,232,205.898,7,0,0,1,1,4,1,0,36765.9317153558,0.9135799253
"885",0.9326615715,0.9366348275,0.8998773837,0.8093625823,0.1348434162,0.400048086,0.8587163955,0.9968991051,0.4248434765,0.5181481883,0.8415021625,0.8280797639,0.6832366913,0.2907423237,0.264053446,0.0085776323,305139.125973662,228280.170660708,5376828861.40602,600000,51298123.3996755,157317101.071201,4515576207.81517,652037429.11997,224245.979999998,232,349.897,15,0,0,1,13,1,0,0,37674.7097150003,0.9411371152
"886",0.8782115111,0.8555173195,0.7973845395,0.8645569115,0.0916646154,0.4377265721,0.8085722297,0.9988966543,0.0124573669,0.5763886364,0.6481780269,0.382292677,0.62525339,0.1431247281,0.0540200192,0.0070019642,309328.546182647,158964.92853688,5267442034.87243,200000,49693035.6004812,42717475.6175991,4522794094.53438,652037429.11997,65723.2799999998,232,349.897,5,0,0,1,3,1,0,0,36509.7477861178,0.9385283075
"887",0.8999049998,0.773164311,0.9352696872,0.9651959908,0.6222121704,0.0522664033,0.9817444389,0.938619353,0.4108983272,0.7853649059,0.6776266826,0.0022255483,0.9061190455,0.3775328754,0.5457858342,0.0151960062,416668.058912015,400356.634272887,5406528579.31489,120000,26349987.2167248,213441459.957594,4514579703.0206,652037429.11997,301300.860000009,232,349.897,3,0,0,1,1,1,0,0,36589.0297182918,0.932172451
"888",0.9455483113,0.8935442483,0.9136624338,0.9988175583,0.1580264334,0.0130066957,0.8881357363,0.7723418714,0.1304704841,0.9611570886,0.2358732282,0.010082165,0.4395454171,0.4524662243,0.7007179159,0.2468756462,472357.923607926,416594.695876555,5435808186.77027,200000,24945720.0006493,250395568.743589,4508229468.90607,652037429.11997,354487.560000021,232,189.897,5,0,0,3,1,1,0,0,36306.2734698681,0.9029573034
"889",0.9409835182,0.945919855,0.9863386078,0.9524148664,0.1194768481,0.0405861421,0.7307498199,0.8734464412,0.8034078701,0.773301511,0.7287186636,0.0417539683,0.8689643706,0.2281574085,0.5450066605,0.0620579828,384971.788850727,400064.463150675,5415726439.4638,200000,32413167.2938222,213565498.523994,4517510344.52601,652037429.11997,301468.440000009,232,349.897,5,0,0,1,3,1,0,0,36236.0633667809,0.9403079554
"890",0.85184077,0.7830517082,0.960901692,0.9999862454,0.1377041398,0.0072702906,0.9497237028,0.8005090977,0.0262267704,0.9192358312,0.4171802228,0.024925921,0.8381530605,0.5445608864,0.066924545,0.162854924,379738.907435611,377795.083192239,5309563170.50398,200000,25989751.0014961,111807810.962393,4519528179.42012,652037429.11997,150869.880000005,232,189.897,5,0,0,3,1,1,0,0,36385.4283838216,0.9058475508
"891",0.9508240356,0.8421278359,0.8532250827,0.9986386155,0.226877766,0.0120505505,0.9230393795,0.9917779864,0.2927146064,0.963813581,0.400189527,0.0029735926,0.7756735824,0.1256376664,0.583672288,0.2842160125,497270.162859193,420110.246359978,5473524038.3354,160000,27012448.6134698,288151185.697195,4506162974.90476,652037429.11997,410922.120000008,232,211.898,4,0,0,1,1,1,1,0,36820.434121783,0.9120445247
"892",0.8747905641,0.9457560961,0.9962543923,0.9998253182,0.9533473383,0.3224692535,0.8927608863,0.8327873316,0.0051014847,0.3832663792,0.043812459,0.4849644404,0.9419751955,0.2164748416,0.162304945,0.4143073748,309913.855624944,299525.122896199,5499189524.78813,200000,51292672.5519281,289838856.266397,4505820566.84984,652037429.11997,418114.76,232,349.897,5,0,0,3,1,1,0,0,36414.3189471085,0.9417519226
"893",0.8526371496,0.9226119325,0.7898435049,0.8713806842,0.8368944414,0.3920968191,0.9896260527,0.7690661092,0.7803284845,0.8808826711,0.2523123886,0.4006046216,0.6692860287,0.3475135796,0.1546517031,0.0134874827,312265.361355774,212625.322851108,5346549047.74669,200000,50021627.4806698,126502681.872,4517787309.27405,652037429.11997,176661.239999998,232,349.897,5,0,0,3,1,1,0,0,36946.416531334,0.9406894164
"895",0.9639316252,0.9742149129,0.9295033474,0.9895720206,0.752540181,0.0610769549,0.8737955081,0.903308541,0.069974124,0.8936574611,0.3320858283,0.0463922144,0.9344893216,0.100650516,0.8148463558,0.3215434837,438293.434315867,420948.55424903,5497245336.22973,120000,32891439.3481056,301643978.294398,4510552489.46726,652037429.11997,431090.240000008,232,349.897,3,0,0,1,1,1,0,0,36398.2528866488,0.9438997113
"896",0.9999523036,0.9366348275,0.9318305344,0.9773044066,0.1151766636,0.3186956966,0.9151995294,0.9903170298,0.4200481234,0.4802296436,0.7789296292,0.8124525746,0.6301234899,0.0783378275,0.2674021847,0.0305752353,308289.259619829,225564.989090856,5367414892.86808,120000,51560815.9855831,147204865.500003,4516491782.26252,652037429.11997,211813.139999998,232,349.897,3,0,0,1,1,1,0,0,36513.0777975934,0.9421351369
"897",0.6158561671,0.993347744,0.9898620769,0.9941393239,0.1855308005,0.348003704,0.9043199949,0.9897819375,0.6038704144,0.5239105339,0.9955887001,0.6310697328,0.6669720512,0.3646126838,0.1090197647,0.1908020113,309913.264685927,246564.153718916,5410518463.6537,120000,51535513.7660102,193694161.533593,4513131359.23413,652037429.11997,276134.600000006,232,349.897,3,0,0,1,1,1,0,0,36225.0093338836,0.9403723734
"898",0.9410987141,0.7352955338,0.9232651689,0.6149371576,0.1171041446,0.014759885,0.9000815257,0.7539929822,0.6921428498,0.9138006383,0.2251633807,0.352650142,0.6463236951,0.2791585056,0.0259050715,0.1351813694,322546.945984058,301538.406836961,5304404233.53101,200000,44488629.0526491,77813034.9023969,4529865140.45599,652037429.11997,108974.879999998,232,144.897,5,0,0,3,1,1,0,0,38949.6173172851,0.9477486264
"900",0.7478116929,0.9777814633,0.9001758786,0.8756401446,0.2188824939,0.0007445453,0.8626792633,0.9885618663,0.7525392792,0.8580569777,0.9953295347,1.4281827503581e-05,0.0272832232,0.0499995078,0.0606948534,0.1154458438,348693.657409788,337692.213744623,5187734349.69059,200000,24307140.7411579,1211472.84720004,4509978306.98226,652037429.11997,14571.4799999993,0,189.897,5,0,0,1,1,3,0,0,37264.0605751624,0.8440119012
"901",0.9157155738,0.919275164,0.9146177525,0.9816951704,0.6900315054,0.0093415344,0.9330336804,0.8933979034,0.3034394834,0.9124552053,0.4541886664,0.0082328026,0.7800062525,0.1130760379,0.7820337721,0.5944080086,534607.215476948,438597.757657521,5516963320.46971,120000,24879742.0014803,338189479.320011,4501736670.02825,652037429.11997,485716,232,189.897,3,0,0,1,1,1,0,0,36315.7878844057,0.903862902
"902",0.7204413416,0.8162681646,0.9968096237,0.9988333966,0.0618078806,0.4143601063,0.9818097982,0.9669828872,0.4248434765,0.5395457333,0.815020656,0.9413840641,0.6165684264,0.2197094524,0.2039236333,0.0019343691,306927.619351099,209048.722164052,5350455408.26351,280000,51978524.3673747,126915889.464006,4519243565.31216,652037429.11997,183380.399999999,232,349.897,7,2,0,1,1,3,0,0,36372.1500570767,0.9378061136
"903",0.8792115597,0.9722921812,0.9384722718,0.9865116994,0.4964040122,0.0065978935,0.9123561665,0.9253625111,0.0653424745,0.9522970221,0.6727632872,0.0350349123,0.9845662777,0.460163913,0.6717724192,0.386457902,489611.922331101,430368.112682074,5507876605.08854,120000,30325402.7550796,318646107.082805,4506747666.13069,652037429.11997,456503.88,232,189.897,3,0,0,1,1,1,0,0,36309.0778314706,0.9174832948
"904",0.9452507398,0.6911276745,0.9044277031,0.0727616532,0.1674652377,0.0001616889,0.7574510503,0.9028299329,0.0851955509,0.5072783301,0.9068691557,0.3783982625,0.5574817014,0.2438481439,0.1834050593,0.0574982036,320204.749657481,307039.418521606,5323070670.81907,200000,44721077.5149636,97514363.1000015,4528597801.08414,652037429.11997,140009.1,232,144.897,5,0,0,1,3,1,0,0,38607.2186928249,0.9485606437
"905",0.8088972631,0.6370155859,0.9636479245,0.9999283078,0.2807207205,0.0011587562,0.8196708682,0.9179645312,0.4197758416,0.8972280168,0.1804218856,0.0005958426,0.4878696344,0.1560691108,0.082945731,0.2459845774,377345.51412094,376521.175834695,5296872354.84841,280000,24921456.937477,100865428.759193,4518768040.03177,652037429.11997,153902.280000004,232,189.897,7,0,0,1,3,3,0,0,36344.3015135718,0.902925767
"906",0.9900243593,0.8910105757,0.998821957,0.9999878662,0.8995627251,0.0027373632,0.8927608863,0.9341196355,0.2331218852,0.9211223638,0.7857184706,0.1143333047,0.4376663045,0.1407766973,0.7426771319,0.563336418,431367.959063649,434125.613139253,5534522005.30257,120000,38969274.1869391,334256602.55401,4509138699.44165,652037429.11997,479837.4,232,189.897,3,0,0,1,1,1,0,0,36318.520657208,0.9311870988
"907",0.9374150618,0.9419312235,0.9953172575,0.9567287989,0.975927709,0.7204942235,0.7761112986,0.8670309222,0.0346550228,0.437931303,0.6739116128,0.3512047238,0.7213127727,0.1354184619,0.1254305197,0.0223602906,310610.608896127,172367.659063828,5281241127.16158,200000,49526481.416871,58045494.0911986,4521431722.53354,652037429.11997,90764.5199999989,232,349.897,5,0,0,1,3,1,0,0,36377.9253189039,0.9382918763
"910",0.8835302306,0.8578699528,0.9928161077,0.9988333966,0.0678159809,0.7189966937,0.8200488877,0.9596772826,0.538245139,0.5382203493,0.8574998087,0.8388614237,0.6301234899,0.2463613433,0.1452579414,0.0062966561,302836.338337234,195380.945915798,5332689106.53602,280000,52126971.6221027,108079502.613603,4520165203.18035,652037429.11997,154221.479999999,232,349.897,7,2,0,1,3,1,0,0,36404.3567549573,0.9366917718
"911",0.9938065744,0.9138292237,0.9938493759,0.9977976551,0.6327415805,0.6245856667,0.8663954298,0.8526511639,0.8776390588,0.6008152915,0.6154538567,0.6019028833,0.6221996224,0.3132232916,0.0971959173,0.0019475367,304014.940490229,182791.481670836,5321458273.25248,920000,51522181.054344,98197777.9607963,4518780885.11737,652037429.11997,135524.339999998,232,349.897,23,0,20,1,1,1,0,0,36369.4397959517,0.9381832421
"913",0.8307138567,0.6279959168,0.8952666088,0.9688755248,0.7068355595,0.0446938284,0.8373252514,0.4835970579,0.1526544572,0.7913230548,0.5643444936,0.0390791227,0.9145721348,0.2002350835,0.6764277697,0.1747414917,404076.729355395,405663.045444367,5426779067.81925,120000,31260905.3027188,227705895.093592,4515654838.30297,652037429.11997,320572.560000015,232,349.897,3,0,0,1,1,1,0,0,36303.1884672187,0.9392583579
"914",0.693866034,0.7158524521,0.9864679375,0.9993011453,0.8885331658,0.0384390324,0.6738042452,0.9687143245,0.0091875945,0.657458507,0.811780065,0.0032544846,0.7456418609,0.0155720986,0.1818465327,0.0465788068,337720.564574336,356086.987552585,5219066643.21024,280000,26024228.5705518,12747059.5223988,4527977925.99732,652037429.11997,30156.4200000022,232,349.897,7,0,0,1,3,3,0,0,36455.9022885301,0.925168199
"915",0.9396144358,0.8790328597,0.8422887645,0.9998134999,0.7714615869,0.0440326213,0.9969064913,0.909200206,0.5072901679,0.925660609,0.3462592101,0.0339783907,0.9715663186,0.4847238006,0.6827307922,0.3253735235,464111.676045561,424174.741225517,5495895916.19509,160000,31568623.8968208,302067518.869199,4510062344.3091,652037429.11997,431723.320000008,232,371.898,4,0,0,1,1,1,1,0,35880.174834655,0.9450822506
