"","X.TwoWayPipelines.NPI2.NPI2Threshold","X.TwoWayPipelines.NPI2.NPI2FlowThreshold","X.TwoWayPipelines.NPI.NPIThreshold","X.TwoWayPipelines.NPI.NPIFlowThreshold","X.TwoWayPipelines.BrisbanetoNthPineInterconnector.BrisbanetoNthPineThreshold","X.TwoWayPipelines.BrisbanetoNthPineInterconnector.BrisbanetoNthPineFlowThreshold","X.TwoWayPipelines.MaroochytoBaroonInterconnector.MaroochytoBaroonThreshold","X.TwoWayPipelines.EwenMaddocktoBaroonInterconnector.EwenMaddocktoBaroonThreshold","X.TwoWayPipelines.EPI.EPIThreshold","X.TwoWayPipelines.EPI.EPIFlowThreshold","X.TwoWayPipelines.SPI.SPIThreshold","X.TwoWayPipelines.SPI.SPIFlowThreshold","X.WCRWS.PRWThreshold","X.TugunDesalination.TugunDesalOneThirdThreshold","X.TugunDesalination.TugunDesalTwoThirdsThreshold","X.TugunDesalination.TugunDesalFullThreshold","X.SpillVolumes.TotalSpillVolume","X.MinimumSystemStorageNegation","X.Costs.TotalCost","X.Costs.SwitchingCost","X.Costs.PumpingCost","X.Costs.TugunDesalCost","X.Costs.TreatmentCost","X.Costs.PRWCost","X.TugunDesalination.TugunDesalProductionTotal","X.WCRWS.PRWInflow","X.TwoWayPipelines.TwoWayPipelineFlows","X.SwitchCounts.TotalSwitchCount","X.SwitchCounts.BrisbanetoNthPineSwitchCount","X.SwitchCounts.EPISwitchCount","X.SwitchCounts.EwentoBaroonSwitchCount","X.SwitchCounts.MaroochytoBaroonSwitchCount","X.SwitchCounts.NPI2SwitchCount","X.SwitchCounts.NPISwitchCount","X.SwitchCounts.SPISwitchCount","X.EnvironmentalFlows.EnvFlowDeficit","X.Reliability.TotalVolumetricReliability"
"319",0.9732245246,0.9540703538,0.9696892631,0.9984923263,0.986090811,0.0151900979,0.8832099946,0.8567637656,0.0866974449,0.8072384401,0.5351165379,0.0040707001,0.8997726286,0.0851651186,0.7168035985,0.3032141794,504455.829430303,422513.393596101,5477448205.96521,120000,24960165.4848838,295411881.265196,4504918730.09517,652037429.11997,421774.92000001,232,189.897,3,0,0,1,1,1,0,0,36325.0539997346,0.9032753902
"320",0.7854244962,0.9867990246,0.9137263538,0.9998975513,0.0013776784,0.0018202641,0.9875195166,0.9368455203,0.8638745054,0.1938596583,0.6838900371,0.0010876067,0.0093473052,0.0619260736,0.2264125044,0.1112058877,360890.84458697,362052.143743209,5226208163.89845,280000,24206093.1266586,50206706.575203,4499477935.07661,652037429.11997,80765.5800000058,0,180.172,7,0,2,1,1,3,0,0,36371.66141498,0.817023233
"321",0.8067563464,0.9515007667,0.8278223649,0.9458018723,0.0538083106,5.97694921134781e-05,0.9985850403,0.7966880312,0.166387984,0.5568412257,0.4516559903,4.49558620313484e-06,0.7896525336,0.0527131079,0.0073127801,0.1464880974,353668.795619858,350798.323733605,5207106646.92044,320000,26860930.0564476,1211472.84720004,4526676814.89682,652037429.11997,14571.4799999993,232,211.898,8,0,0,3,1,3,1,0,36999.0133945207,0.9123708183
"322",0.9790030316,0.6450714217,0.9793816981,0.9966336513,0.1394996373,0.0025026994,0.8270220695,0.9460924898,0.7899313367,0.4143135822,0.924305052,0.0918695565,0.5343723002,0.149667618,0.775634006,0.7448029651,446301.263522181,436506.369298248,5536305312.05347,200000,37389719.0763928,338189479.320011,4508488684.5371,652037429.11997,485716,232,189.897,5,0,0,1,3,1,0,0,36320.8805477266,0.9294610626
"323",0.7779988544,0.9995212197,0.9982196055,0.9998001733,0.6261160921,0.0092293439,0.853602805,0.8484978416,0.26284473,0.4686859437,0.4435531448,0.0305281911,0.9771042203,0.0276865279,0.677500024,0.2079598753,444359.671045343,412353.754301062,5424654874.63527,200000,28760170.8980486,231094219.69199,4512563054.92527,652037429.11997,325637.200000017,232,189.897,5,0,0,1,1,3,0,0,36409.7261028127,0.91264433
"324",0.8611920326,0.9680752978,0.7737341437,0.1136311719,0.6288802561,0.0028966028,0.7018992545,0.9334199015,0.3184929012,0.5199158474,0.3451160703,0.0006164914,0.4673456054,0.1789060167,0.0047035472,0.1827003887,326401.356956381,345762.007259906,5222534510.59312,280000,23152648.0026111,21695897.1179982,4525368536.35254,652037429.11997,43211.6999999978,232,144.897,7,0,0,1,3,3,0,0,38141.3143590583,0.9169576606
"326",0.8773728436,0.9645002976,0.8900849339,0.9971186398,0.1075638363,0.0126954494,0.9344835477,0.947299998,0.1183637027,0.8056871172,0.5378204931,0.0297249476,0.8062127202,0.7024711144,0.3737086684,0.0697340775,425237.610708661,400243.221948498,5401688392.71545,160000,30250820.9150587,204406256.577595,4514833886.10282,652037429.11997,286075.020000006,232,211.898,4,0,0,1,1,1,1,0,35602.477447454,0.9212349104
"327",0.9269164215,0.8447356968,0.8857688326,0.9848633158,0.357088441,0.3622361962,0.8229942425,0.752559421,0.1365597901,0.4846367075,0.4176069365,0.6538970449,0.4365472442,0.0053131911,0.1210777977,0.0740114993,308854.531156444,160018.440287471,5276223946.43726,280000,51575075.4813071,49462475.1767986,4522868966.65919,652037429.11997,79760.1000000002,232,349.897,7,0,0,3,3,1,0,0,36369.3743359152,0.9410217989
"328",0.7779988544,0.9996535651,0.9982196055,0.999224033,0.0937833398,0.0051646961,0.8972926358,0.8484978416,0.1608676346,0.4686859437,0.4588116193,0.015352824,0.0404238458,0.0233328617,0.6680995962,0.2065570981,462892.209313524,407440.816106856,5410000656.54994,200000,24936947.7543247,233635463.140789,4499190816.53486,652037429.11997,329435.680000019,232,189.897,5,0,0,1,1,3,0,0,36418.02929097,0.8619603053
"329",0.8928625472,0.6312502226,0.8123912428,0.9765015481,0.2763935148,0.9456166545,0.69637115,0.9122775341,0.3206794072,0.6609873581,0.026642946,0.3805415437,0.8482140363,0.1416721626,0.103115187,0.1253893783,310413.606121998,190428.386995938,5308205275.57313,200000,49781081.960833,86930637.5279975,4519256126.96433,652037429.11997,132691.439999998,232,349.897,5,0,0,1,3,1,0,0,36476.8525897991,0.9379768075
"330",0.90819571,0.905387893,0.8671963145,0.9965567328,0.0165625733,0.0033316494,0.7328767661,0.9978856024,0.1007334079,0.9360376293,0.2024015106,6.10064992440762e-05,0.7920053488,0.9439553262,0.0311068882,0.2191012901,401659.57494547,390276.367855329,5340267806.72731,280000,26988177.9336992,143766400.486792,4517195799.18685,652037429.11997,196464.940000019,232,213.897,7,0,0,1,4,1,1,0,36690.3303194121,0.9120796939
"331",0.9367623312,0.7825087247,0.930660721,0.9931985856,0.1787730644,0.0374800599,0.9953873035,0.8241469467,0.0895279236,0.7798295154,0.8268102291,0.0041655538,0.60714475,0.9216522957,0.0791536623,0.2006636951,373968.636035283,385913.713368808,5331518142.64464,200000,25995906.6099343,133224668.547592,4520060138.36714,652037429.11997,180781.580000015,232,349.897,5,0,0,3,1,1,0,0,36400.3983463563,0.9252790157
"332",0.9069200665,0.9736251818,0.8501634092,0.9975746846,0.8082516532,0.0035082049,0.8415566626,0.873229149,0.3937365105,0.7616991195,0.8563996925,0.03255228,0.62009526,0.0157081846,0.872207885,0.0915187501,433442.430119574,410673.863087295,5425637946.60955,240000,31667658.6103925,227705895.093592,4513986963.78559,652037429.11997,320572.560000015,232,211.898,6,0,0,1,3,1,1,0,36871.5736069258,0.9241061519
"333",0.9992114199,0.9377835869,0.9269181044,0.9515233809,0.2176706807,0.004257315,0.9901034405,0.9541679629,0.2557708548,0.797102515,0.3168788222,0.010157125,0.7636436606,0.5561734764,0.0916406884,0.1017328406,377854.390903631,376570.447814764,5309931407.71612,120000,24753402.834781,114074129.366393,4518946446.39498,652037429.11997,153662.880000006,232,189.897,3,0,0,1,1,1,0,0,36621.632943132,0.9046729281
"334",0.9043518658,0.5812425596,0.8846085204,0.9888210078,0.6177526814,0.0524473696,0.8578995351,0.95411147,0.1160033755,0.8030745938,0.9289771389,0.0694027017,0.9876413758,0.1179808113,0.4037625312,0.7917418997,439249.198328253,436343.995127715,5534908514.23056,120000,35922230.2218287,338189479.320011,4508639375.56875,652037429.11997,485716,232,349.897,3,0,0,1,1,1,0,0,36360.9188027109,0.9445341711
"335",0.9600111867,0.8943698085,0.8905376141,0.9569956222,0.9186685433,0.3698985876,0.7320706242,0.8728590433,0.2613446322,0.2600204338,0.3117303636,0.7294753491,0.5926727449,0.0394787707,0.30507655,0.1972513237,309646.967245247,256782.005702787,5433617617.53262,200000,50841467.265235,219842393.996396,4510696327.15102,652037429.11997,317000.179999998,232,349.897,5,0,0,1,3,1,0,0,36399.425955719,0.9414385923
"336",0.902680262,0.9993859947,0.903971813,0.0023376546,0.4144160566,0.0006253312,0.9385151388,0.7453662413,0.6685252727,0.5804038304,0.263980967,0.4710047532,0.2343098482,0.1334393857,0.1315874575,0.020763934,315762.223296478,270809.555358409,5240897066.26519,200000,46509801.5957391,8207652.80160002,4533942182.74788,652037429.11997,23708.5800000013,232,144.897,5,0,0,3,1,1,0,0,39052.6377041228,0.9465704008
"337",0.9943062644,0.8248340304,0.963331375,0.9690294618,0.3248356543,0.0370871911,0.8881284355,0.9253337738,0.2176085505,0.7699614936,0.2716963997,0.0026686758,0.999874414,0.2538356448,0.4616916225,0.5479428248,500021.443790282,428247.578603969,5502285297.95987,120000,25890394.4241094,318258688.137605,4505978786.27819,652037429.11997,457849.84,232,349.897,3,0,0,1,1,1,0,0,36469.1796287486,0.9259936291
"341",0.7880269448,0.6168137056,0.9332358504,0.4888093814,0.365920203,0.0313462066,0.8838161919,0.9608805122,0.2479950715,0.3243821894,0.7089890732,0.4423439525,0.8229689005,0.3085569648,0.1922955119,0.0047315007,315287.169336532,303789.36226945,5346149956.50478,200000,46354174.2767273,119386736.800801,4528171616.30728,652037429.11997,168745.079999999,232,144.897,5,0,0,1,1,3,0,0,38835.2781541436,0.954077298
"342",0.8214329945,0.9587815975,0.9814165124,0.9996700936,0.8006331964,0.0031331376,0.7028273147,0.99582571,0.1829317161,0.7373521553,0.486997443,0.0616311596,0.9707862311,0.0791742195,0.7075701628,0.3338144202,450032.750656766,424122.128107319,5499904296.86313,280000,34099601.9359303,303701175.371999,4509786090.43523,652037429.11997,434165.200000008,232,189.897,7,0,0,1,3,3,0,0,36397.3289543533,0.9246478025
"343",0.7854244962,0.9867990246,0.9137263538,0.9998975513,0.0121613455,0.0018202641,0.9757564162,0.9368455203,0.7878718612,0.0247492922,0.6838900371,0.0023319287,0.0093473052,0.0619260736,0.2264125044,0.1123697131,370016.6327231,362068.24560418,5219950942.53047,200000,20853880.6521998,50330745.141603,4496528887.6167,652037429.11997,80933.1600000058,0,163.172,5,0,0,1,1,3,0,0,36385.910388431,0.8107136855
"345",0.9743736422,0.831056545,0.6795159333,0.9723194473,0.3104811361,0.6658491199,0.9645827572,0.9491860973,0.1114984803,0.5964443438,0.9964598166,0.0043505648,0.7964969536,0.1373735098,0.0182661181,0.0459954965,314529.559936677,243739.987494669,5208944737.21287,120000,28320040.2590565,6262125.29040003,4522205142.54344,652037429.11997,20795.8800000013,232,349.897,3,0,0,1,1,1,0,0,36384.4295353028,0.9272191158
"346",0.9971960921,0.2064417619,0.8823110465,0.5643756696,0.0492763008,0.0156291583,0.791375494,0.9634281093,0.211719088,0.2997968157,0.0922896128,0.557277432,0.8229689005,0.0555977269,0.3076719186,0.0364688816,317174.271452532,320447.76411501,5382889618.30453,200000,45882235.7528168,160476992.104801,4524292961.32694,652037429.11997,229744.199999995,232,144.897,5,0,0,1,3,1,0,0,38220.7693602989,0.9479312164
"347",0.9490073942,0.935267548,0.9269181044,0.9999943322,0.2176706807,0.0041644496,0.9901034405,0.9503960752,0.1737028999,0.797102515,0.3235068636,0.0059121149,0.7636436606,0.5336822797,0.1037670177,0.0937667808,379097.526720745,377732.876256779,5306712461.93917,120000,24958609.791622,110642275.783193,4518954147.24439,652037429.11997,149433.480000004,232,189.897,3,0,0,1,1,1,0,0,36331.281325613,0.903267643
"349",0.8969862879,0.9992612153,0.9700811391,0.999898499,0.4670641854,0.0334923977,0.9432895132,0.984339809,0.1001981631,0.4173039324,0.6221738795,0.0121963276,0.5941883473,0.0743432515,0.0219213615,0.0243243967,346214.144335201,354364.948209476,5207547450.47561,120000,25804112.3802425,1211472.84720004,4528374436.1282,652037429.11997,14571.4799999993,232,349.897,3,0,0,1,1,1,0,0,36361.0000137853,0.9222063651
"350",0.9282357369,0.995845223,0.9753945218,0.9290635185,0.411239489,0.5660801091,0.9714939715,0.9720854921,0.2311700441,0.4247008248,0.6291229949,0.0782287017,0.4803848138,0.0379482477,0.0659245088,0.0065921701,314298.570914939,231906.309247856,5214527758.00677,120000,35964002.1069616,1211472.84720004,4525194853.93264,652037429.11997,14571.4799999993,232,349.897,3,0,0,1,1,1,0,0,36498.5528822207,0.9374073652
"353",0.8290629817,0.9995212197,0.9505306681,0.9998125131,0.6723208318,0.0101499418,0.8853899894,0.8484978416,0.1626738602,0.4686859437,0.4208385415,0.0305281911,0.9237432253,0.0432396943,0.7071851778,0.2403980837,453192.912992864,416227.542600961,5438892898.66055,200000,28776059.5343536,246583703.570389,4511295706.43584,652037429.11997,348789.840000021,232,189.897,5,0,0,1,1,3,0,0,36337.9724719992,0.9128538466
"354",0.9059730891,0.8895415458,0.7331701876,0.7251777859,0.1727486526,0.5859219774,0.6794949075,0.9261629627,0.4647537745,0.4302641303,0.3790758138,0.4549395733,0.5029479446,0.1747104582,0.141719567,0.0155694584,305262.920007828,181141.795912856,5314700557.60574,200000,51292393.0686366,91810838.4480018,4519359896.96914,652037429.11997,135260.999999998,232,349.897,5,0,0,1,3,1,0,0,36752.1994250604,0.9388874128
"355",0.9867379278,0.8246644999,0.9837745368,0.9931985856,0.125468429,0.0376750279,0.8986987142,0.7747291949,0.1026661624,0.8416526784,0.8268102291,0.0048167374,0.60714475,0.1037559979,0.0799843209,0.2006636951,337527.569284184,364519.499722895,5241898614.81179,200000,25999535.2527868,37751256.6816035,4525910393.75743,652037429.11997,65659.4399999961,232,349.897,5,0,0,3,1,1,0,0,36359.3109764831,0.9253216976
"356",0.8690217522,0.9992335589,0.9907473847,0.9965356886,0.043191729,0.0259073529,0.9043564217,0.8482345698,0.5009936507,0.9827783691,0.8818188929,0.0099713136,0.8328017279,0.9076811436,0.3466524837,0.0229646774,433318.867764301,397519.244008231,5387793072.70067,200000,25171345.2284739,197291863.137595,4513092435.21463,652037429.11997,275541.420000005,232,189.897,5,0,0,3,1,1,0,0,36303.719071081,0.9083026909
"357",0.9988747453,0.9087664341,0.9891643518,0.996338933,0.2426716527,0.0471301543,0.9848400516,0.8853281864,0.7856601875,0.9080271965,0.7817042423,0.0039477769,0.5041915571,0.0858149645,0.8794587344,0.3046675331,473251.687476135,421269.107450069,5483163338.4541,120000,26341772.3304233,296561491.396797,4508102645.60691,652037429.11997,423493.28000001,232,349.897,3,0,0,1,1,1,0,0,36366.3055689261,0.9304005924
"359",0.6570646618,0.6657679939,0.7331701876,0.9548517621,0.0534846129,0.802282735,0.6775116928,0.9261629627,0.2299600957,0.4302641303,0.377481515,0.4549395733,0.7204732885,0.1454983499,0.1418742033,0.0073121771,306588.320519542,178112.553195301,5307181985.24544,440000,51992678.7896575,79762341.7415992,4522949535.59421,652037429.11997,120250.619999998,232,349.897,11,4,0,1,3,3,0,0,36353.2547103228,0.9386615553
"360",0.9207648916,0.9145182777,0.8987493779,0.988840076,0.1072687852,0.4506054113,0.8806982758,0.9963972619,0.0864743913,0.4876474983,0.3270008084,0.3527728663,0.4737340564,0.1696828441,0.1187938078,0.0793757038,309198.224296371,179520.396757696,5292774486.44331,120000,49630604.5588816,70317597.4199987,4520668855.34445,652037429.11997,104402.339999998,232,349.897,3,0,0,1,1,1,0,0,36399.2670401417,0.9382195124
"362",0.8677547489,0.9776588559,0.8315440881,0.9989815743,0.4399637574,0.0024742112,0.8735162714,0.9464510269,0.2053434416,0.7767115385,0.3366980658,0.0134939359,0.638366337,0.6779516964,0.3851725657,0.026073225,441152.43072075,401666.300365619,5399814833.66124,160000,27023073.5221333,208319172.969595,4512275158.04954,652037429.11997,291868.500000007,232,211.898,4,0,0,1,1,1,1,0,37119.7143502386,0.9120742774
"363",0.7113190345,0.6508390161,0.9310715749,0.0515039738,0.3175493599,0.002339141,0.6692433409,0.9823983596,0.2529221496,0.52268824,0.4407171201,0.0098848766,0.0172096879,0.0065397218,0.0175821084,0.1796382693,328698.731248318,341691.71463212,5200411229.60411,280000,23120666.2363683,22249530.2063981,4502723604.04138,652037429.11997,43985.7599999955,0,135.172,7,0,0,1,3,3,0,0,37444.3351008446,0.8311357486
"364",0.9455694741,0.9945429329,0.9659413465,0.9180455349,0.6070154049,0.066763862,0.9717880081,0.7919555955,0.5533342287,0.8981695197,0.6926035367,0.1838582426,0.5416119105,0.0492863365,0.0426783642,0.5669289382,368960.631928257,410484.482858959,5534232165.66627,200000,43681006.6195119,328962261.180008,4509351468.74678,652037429.11997,472815,232,349.897,5,0,0,3,1,1,0,0,36837.443707401,0.9469417903
"365",0.8490481657,0.9981482873,0.8535659585,0.9683975248,0.1458944188,0.4526024527,0.8158115004,0.9065126883,0.3059633378,0.551239019,0.2487957477,0.3868103957,0.8310841339,0.0822923062,0.0513380317,0.0014882746,308853.421753236,137828.48938204,5234685867.76632,200000,49868060.6128058,7621916.33280001,4524958461.70075,652037429.11997,22471.6799999992,232,349.897,5,0,0,1,3,1,0,0,36409.5879133855,0.9382974637
"368",0.9847809447,0.993011851,0.8711694029,0.9999187326,0.0565925848,0.0070135497,0.8884826609,0.9029972158,0.1871602501,0.5570655409,0.6708891866,0.0002543893,0.6311945637,0.071915553,0.8664102197,0.5292883947,528058.516516136,435198.695082108,5511756319.49701,160000,27015066.3652301,329597656.231208,4502946167.78061,652037429.11997,472873.52,232,211.898,4,0,0,1,1,1,1,0,36694.6407682101,0.9119734448
"369",0.9282895592,0.7312572622,0.9292481989,0.6295924758,0.951726687,0.0055935579,0.8907594576,0.9588384698,0.7189020389,0.9992740402,0.0749042904,0.8418509643,0.9973501139,0.1860218014,0.2383802833,0.119472936,314186.377637851,310098.236645846,5356370236.68028,120000,46597324.6790824,131700044.700003,4525915438.18122,652037429.11997,190865.64,232,144.897,3,0,0,1,1,1,0,0,39270.656669481,0.9479408423
"371",0.8496613814,0.9951068463,0.6172596415,0.9866307595,0.08752412,0.6717287042,0.9963854268,0.9467840128,0.2369774291,0.9023673065,0.0353057544,0.3688343505,0.8746773142,0.3222067844,0.1585267055,0.0090686282,308279.179479073,215646.494580285,5348089510.78801,120000,49764095.1412845,129501941.251201,4516666045.27555,652037429.11997,181696.619999998,232,349.897,3,0,0,1,1,1,0,0,36428.6811573801,0.9382541879
"372",0.9773991053,0.9500652734,0.9725945558,0.9436883569,0.0278534952,0.0424454908,0.7934636044,0.6923974489,0.2466703277,0.493608788,0.145647896,0.0029120886,0.8426012012,0.0720970466,0.7090073934,0.1672333784,429265.692793757,405688.382305472,5419117104.26641,280000,25956319.6946593,227705895.093592,4513137460.35819,652037429.11997,320572.560000015,232,349.897,7,0,0,3,3,1,0,0,36227.972196955,0.9293234585
"373",0.9991030985,0.812964651,0.6795159333,0.8354598866,0.3277006921,0.6658491199,0.9390352575,0.987265298,0.7131241134,0.8450199219,0.9964598166,0.3345498199,0.8289423678,0.1373735098,0.0429285721,0.0683991628,310546.170335712,158159.260483998,5262011042.52821,120000,49189011.9322046,37472567.3111995,4523192034.16483,652037429.11997,59259.48,232,349.897,3,0,0,1,1,1,0,0,36972.3815650984,0.9383158957
"374",0.8773728436,0.983321102,0.8748929654,0.9995692836,0.2984751777,0.0219640061,0.8742994096,0.947299998,0.211491409,0.7898241395,0.8069597985,0.0233564591,0.720025396,0.7024711144,0.625325869,0.2545211187,479162.254260206,417622.012735074,5455460041.89229,160000,27691221.364847,267216180.14279,4508355211.26469,652037429.11997,379629.880000009,232,211.898,4,0,0,1,1,1,1,0,36697.0373898696,0.9143712635
"376",0.7150682595,0.9145182777,0.9436733452,0.988840076,0.1072687852,0.4506054113,0.733406047,0.8920771784,0.0864743913,0.4796302164,0.1045013263,0.3527728663,0.4931479971,0.1001889739,0.1187938078,0.1460217508,311974.164626296,203414.26635711,5322788526.52769,280000,49568773.7386351,102895416.749999,4518006906.91909,652037429.11997,156740.499999999,232,349.897,7,0,0,1,3,3,0,0,36447.2798128757,0.9374059675
"377",0.9831847538,0.8793617386,0.8961642246,0.0239133624,0.6494915303,0.0005204778,0.799903251,0.9995008672,0.2954590949,0.4100783854,0.0163751783,0.4796094893,0.2883458938,0.8380962426,0.1733187649,0.0735129837,317877.606547964,313664.723737597,5360005221.23933,200000,46443088.7452384,135218780.373596,4526105923.00053,652037429.11997,183635.76000001,232,144.897,5,0,0,1,3,1,0,0,38855.1784731995,0.9476034233
"378",0.9973746819,0.8163287858,0.9908318182,0.9217241264,0.6044382853,0.543130278,0.651899396,0.9559038871,0.0447075807,0.6214875389,0.1523048951,0.3049671604,0.7971211478,0.1762462265,0.1346312906,0.0596278205,312557.843128644,188912.691260912,5301602219.36057,200000,48989894.0529823,80398817.9231992,4519976078.26442,652037429.11997,118798.259999998,232,349.897,5,0,0,1,3,1,0,0,36398.5806680407,0.9382914727
"379",0.981758006,0.9736251818,0.8501634092,0.9972216301,0.0470111348,0.0426993743,0.9327583501,0.8739687823,0.3708663708,0.4143135822,0.8666865785,0.0122694488,0.5710851068,0.0567181289,0.753895454,0.0784287918,430323.256705576,409705.094092623,5421713205.26011,160000,27999995.8956661,227705895.093592,4513809885.15088,652037429.11997,320572.560000015,232,371.898,4,0,0,1,1,1,1,0,35889.9761927974,0.9371349574
"380",0.9026988357,0.9569926207,0.8514735369,6.1977e-05,0.3452676078,0.4101239988,0.8337716824,0.9562373215,0.2168311977,0.6684669189,0.1148603506,0.0126019677,0.2518260421,0.0010217937,0.0082025418,0.1026874971,316701.160680759,240463.368837568,5201356901.64295,200000,25821194.5081994,1211472.84720004,4522086805.16758,652037429.11997,14571.4799999993,232,304.897,5,0,0,1,3,1,0,0,38911.4067448104,0.9285861287
"381",0.8967978082,0.9121875041,0.9273107193,0.9974589043,0.3871029265,0.0721083672,0.924269553,0.8729608648,0.2383981968,0.4679388627,0.0811979958,0.0269703749,0.7152365408,0.1009747686,0.083325071,0.1532752825,326526.64052476,336794.327796033,5211512578.55586,120000,27966747.5212949,1211472.84720004,4530176929.06739,652037429.11997,14571.4799999993,232,349.897,3,0,0,1,1,1,0,0,36389.4827217334,0.9389929637
